Grupo Planificación,ID Equipo,Prioridad,Clase Orden,Plan Orden,Orden,Descripción de la Orden,Puesto Trabajo Responsable,Estado Sistema Orden,Estado Usuario Orden,Autor Orden,Fecha Orden,Fecha Inicion Extremo,Inicio Programado,Inicio Real,Modificado por,Fecha Modificación,Código Estado Sistema,Código Estado Usuario,Estado Sistema,Estado Orden
PAL,PD101,2,ZM01,,7154508,MBC_Inspección UT Cadenas RH LH,INGCONFM,LIB. IMPR DMNV KKMP NLIQ PREC,PROG SPCD,JMILLA,08-abr-24,13-abr-24,13-abr-24,,UGPMCONFSU02,10-abr-24,LIB.,PROG,ABIE,PROG
PAL,PD102,2,ZM01,,7154510,MBC_Cambio de aceite propel lado no cab.,TEC_LUB,LIB. KKMP NLIQ PREC,DPRO SPCD,JMILLA,08-abr-24,13-abr-24,13-abr-24,,JMILLA,08-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD302,2,ZM01,,7154579,CBO. pines del eje ecualizador,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,10-abr-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM01,,7154580,CBO. de base del asiento del operador,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,10-abr-24,30-abr-24,30-abr-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD402,2,ZM01,,7154581,CBO. respiradero de PTO,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,10-abr-24,30-abr-24,30-abr-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD402,2,ZM01,,7154583,CBO. Trinquete de copa del porta barras,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,10-abr-24,30-abr-24,30-abr-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM01,,7154584,CBO. prns tuercs d sujeción comp-mot-PTO,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,10-abr-24,30-abr-24,30-abr-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD103,2,ZM01,,7154585,CBO. prns tuercs d sujeción comp-mot-PTO,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,10-abr-24,30-abr-24,30-abr-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,1,ZM01,,7154649,INSTALAR SEGURO PIN SOPORTE BARRA,MECPAL01,LIB. MACO NLIQ PREC,DPRO SPCD,UGPMCARGUI01,12-abr-24,12-abr-24,12-abr-24,,FNINA,13-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD102,1,ZM01,,7154650,CBO PERNOS TOPE ROD SUPPORT,MECPAL01,LIB. FMAT NLIQ PREC,WMAT SPCD,UGPMCARGUI01,12-abr-24,12-abr-24,12-abr-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD103,1,ZM01,,7154651,INSTALAR PERNOS EN GUARDA DE POLEAS INF,MECPAL01,LIB. MACO NLIQ PREC,DPRO SPCD,UGPMCARGUI01,12-abr-24,12-abr-24,12-abr-24,,FNINA,13-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD302,1,ZM01,,7154652,CAMBIO CILIND HYD LLAVE U,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,UGPMCARGUI01,12-abr-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD302,2,ZM01,,7154653,CBO SILENCIADOR NEUMAT X SATURACION,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,UGPMCARGUI01,12-abr-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD103,1,ZM01,,7154659,CBO PINES ROD SUPPORT,MECPAL01,LIB. MACO NLIQ PREC,DPRO SPCD,UGPMCARGUI01,12-abr-24,12-abr-24,12-abr-24,,FNINA,13-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD102,2,ZM01,,7154707,INSPECCIÓN UT PIN DE CADENAS CARRILERÍA,MECPAL01,LIB. KKMP NLIQ PREC,DPRO SPCD,WDIANDERAS,13-abr-24,13-abr-24,13-abr-24,,,,LIB.,DPRO,ABIE,DPRO
PAL,PD103,2,ZM01,,7154709,INSPECCIÓN UT PIN DE CADENAS CARRILERÍA,MECPAL01,LIB. KKMP NLIQ PREC,DPRO SPCD,WDIANDERAS,13-abr-24,13-abr-24,13-abr-24,,,,LIB.,DPRO,ABIE,DPRO
PAL,PD101,2,ZM02,,10370045,Compra  Control Remoto/perfo versión 1.1,MINELC01,LIB. DMNV EDET MOVM NLIQ PREC,EJEC SPCD,ACAMPOSH,29-jun-21,21-mar-24,21-mar-24,,FNINA,17-mar-24,LIB.,EJEC,ABIE,EJEC
PAL,PD301,2,ZM02,9651,10382883,CAMBIO DE VENTILADOR DE MOTOR,MECPAL01,LIB. DMNV FMAT NLIQ PREC,PLAN SPCD,ACAMPOSH,10-oct-21,14-jul-22,14-jul-22,,FNINA,13-abr-24,LIB.,PLAN,ABIE,PLAN
PAL,PD301,2,ZM02,9651,10382884,CAMBIO VALV CONTROL PERF/PROPEL,MECPAL01,LIB. DMNV FMAT NLIQ PREC,DPRO SPCD,ACAMPOSH,10-oct-21,14-jul-22,14-jul-22,,FNINA,13-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD302,2,ZM02,,10382920,CAMBIO COMPONENTES P/FALLAS,MECPAL01,LIB. DMNV FMAT NLIQ PREC,PLAN SPCD,ACAMPOSH,11-oct-21,13-feb-23,02-mar-24,,FNINA,02-mar-24,LIB.,PLAN,ABIE,PLAN
PAL,PD401,2,ZM02,,10388579,Compra de tarjetas panel Drive/protecció,MECPAL01,LIB. DMNV EDET FMAT MOVM NLIQ PREC,PLAN SPCD,ACAMPOSH,27-nov-21,11-ene-24,11-ene-24,,FNINA,07-ene-24,LIB.,PLAN,ABIE,PLAN
PAL,PD302,2,ZM02,,10388842,CAMBIO DE BOMBA DE GRASA/HORAS,MECPAL01,LIB. DMNV EDET MOVM NLIQ PREC,WMAT SPCD,ACAMPOSH,28-nov-21,31-dic-22,31-oct-23,,RORTECHO,31-oct-23,LIB.,WMAT,ABIE,WMAT
PAL,PD301,2,ZM02,,10388902,Compra Bombas Hyd PTO / Protección,MECPAL01,LIB. DMNV FMAT NLIQ PREC,PLAN SPCD,ACAMPOSH,30-nov-21,13-feb-23,02-mar-24,,FNINA,02-mar-24,LIB.,PLAN,ABIE,PLAN
PAL,PD101,2,ZM02,,10402486,COMPRA WINCHE /SE DA DE BAJA,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,ACAMPOSH,31-ene-22,31-ene-23,31-ene-23,,FNINA,04-feb-23,LIB.,WMAT,ABIE,WMAT
PAL,PD301,2,ZM02,,10402943,COMPRA DE PANELES GRUPO RADIADOR,MECPAL01,LIB. DMNV FMAT MOVM NLIQ PREC,PLAN SPCD,ACAMPOSH,08-feb-22,13-feb-23,02-mar-24,,FNINA,02-mar-24,LIB.,PLAN,ABIE,PLAN
PAL,PD402,,ZM02,,10421103,CAMBIO DE CARRO DE PERFORACION,MECPAL01,LIB. DMNV EDET MOVM NLIQ PREC,PROG SPCD,JTERRONES,14-jun-22,15-may-23,15-may-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD103,2,ZM02,7053,10425909,CAMBIO GRUPO BOMBAS HYD,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,FNINA,29-jun-22,20-jun-23,20-jun-23,,YMORALES,12-oct-23,LIB.,WMAT,ABIE,WMAT
PAL,PD102,,ZM02,,10436870,COMPRA DE COMPONENTES PERFOS - CAPEX,MECPAL01,LIB. DMNV FMAT NLIQ PREC,PLAN SPCD,ACAMPOS,15-sep-22,15-oct-23,15-oct-23,,FNINA,13-nov-23,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10443749,CMB ESTABILIZADOR  PERF NC_POST LH,MECPAL01,LIB. DMNV EDET NLIQ PREC,DPRO SPCD,FNINA,18-oct-22,16-may-24,16-may-24,,FNINA,07-ene-24,LIB.,DPRO,ABIE,DPRO
PAL,PD402,2,ZM02,,10443750,CMB VÁLVULA MARIPOSA COMPRESOR,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,18-oct-22,16-may-24,16-may-24,,FNINA,15-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD402,2,ZM02,,10443753,CMB CILINDRO PORTA BARRAS LH/RH,MECPAL01,LIB. DMNV EDET FMAT MOVM NLIQ PREC,DPRO CUST SPCD,FNINA,18-oct-22,16-may-24,16-may-24,,FNINA,13-nov-23,LIB.,DPRO,ABIE,DPRO
PAL,PD402,2,ZM02,,10443754,CMB CIL SEGURO INF. PORTA BARRAS LH/RH,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,DPRO SPCD,FNINA,18-oct-22,16-may-24,16-may-24,,FNINA,13-nov-23,LIB.,DPRO,ABIE,DPRO
PAL,PD402,2,ZM02,,10443755,CMB CIL SEGURO  SUP PORTA BARRAS LH/RH,MECPAL01,LIB. DMNV EDET FMAT MOVM NLIQ PREC,DPRO CUST SPCD,FNINA,18-oct-22,16-may-24,16-may-24,,FNINA,13-nov-23,LIB.,DPRO,ABIE,DPRO
PAL,PD402,2,ZM02,,10443762,CMB COMPRESOR DE AIRE,MECPAL01,LIB. DMNV EDET NLIQ PREC,DPRO SPCD,FNINA,18-oct-22,16-may-24,16-may-24,,FNINA,08-oct-23,LIB.,DPRO,ABIE,DPRO
PAL,PD402,2,ZM02,,10443763,CMB LLAVE DE QUIEBRE (COMPLETO),MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,18-oct-22,16-may-24,16-may-24,,FNINA,08-oct-23,LIB.,WMAT,ABIE,WMAT
PAL,PD402,2,ZM02,,10443766,CMB MOTOR BOMBA ACEITE COMPRESOR,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,18-oct-22,16-may-24,16-may-24,,FNINA,15-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10443767,CMB MOTOR CABEZAL ROTACION,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,18-oct-22,16-may-24,16-may-24,,FNINA,15-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD402,2,ZM02,,10443770,CMB MOTOR ENFRIADOR COMPRESOR,MECPAL01,LIB. DMNV EDET FMAT MOVM NLIQ PREC,DPRO CUST SPCD,FNINA,18-oct-22,16-may-24,16-may-24,,RORTECHO,24-dic-23,LIB.,DPRO,ABIE,DPRO
PAL,PD402,2,ZM02,,10443773,CMB MOTOR ELECTRICO ENFRIADOR HYD,MECPAL01,LIB. DMNV EDET FMAT MOVM NLIQ PREC,DPRO CUST SPCD,FNINA,18-oct-22,16-may-24,16-may-24,,FNINA,13-nov-23,LIB.,DPRO,ABIE,DPRO
PAL,PD402,2,ZM02,,10443774,CMB MOTOR EXTRACTOR DE POLVO,MECPAL01,LIB. DMNV EDET FMAT MOVM NLIQ PREC,DPRO CUST SPCD,FNINA,18-oct-22,16-may-24,16-may-24,,FNINA,13-nov-23,LIB.,DPRO,ABIE,DPRO
PAL,PD402,2,ZM02,,10443777,CMB MOTOR PRESURIZADOR SALA MAQUINAS,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,FNINA,18-oct-22,16-may-24,16-may-24,,FNINA,08-oct-23,LIB.,WMAT,ABIE,WMAT
PAL,PD402,2,ZM02,,10443781,CMB MOTOR ELECTRICO PULLDOWN,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,18-oct-22,16-may-24,16-may-24,,FNINA,08-oct-23,LIB.,WMAT,ABIE,WMAT
PAL,PD402,2,ZM02,,10443831,CMB ASIENTO OPERADOR,MECPAL01,LIB. DMNV EDET MOVM NLIQ PREC,PROG SPCD,FNINA,18-oct-22,15-may-23,15-may-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD402,2,ZM02,,10443832,CMB BLOWER MOTOR ELEC PULLDOWN,MECPAL01,LIB. DMNV EDET MOVM NLIQ PREC,PROG SPCD,FNINA,18-oct-22,15-may-23,15-may-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD402,2,ZM02,,10443835,CMB BOMBA 65 GLNS,MECPAL01,LIB. DMNV EDET FMAT MOVM NLIQ PREC,PROG SPCD,FNINA,18-oct-22,15-may-23,15-may-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD402,2,ZM02,,10443836,CMB BOMBA ENFRIAMIENTO ACEITE COMMPRESOR,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,FNINA,18-oct-22,16-may-24,16-may-24,,FNINA,08-oct-23,LIB.,WMAT,ABIE,WMAT
PAL,PD402,2,ZM02,,10443837,CMB BOMBA PROPULSION LADO C,MECPAL01,LIB. DMNV EDET MOVM NLIQ PREC,PROG SPCD,FNINA,18-oct-22,15-may-23,15-may-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD402,2,ZM02,,10443838,CMB BOMBAS TANDEM,MECPAL01,LIB. DMNV EDET MOVM NLIQ PREC,PROG SPCD,FNINA,18-oct-22,15-may-23,15-may-23,,HFERNANDEZ,05-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD402,2,ZM02,,10443840,CMB CILINDRO SEGURO MASTIL LADO C,MECPAL01,LIB. DMNV EDET MOVM NLIQ PREC,DPRO CUST SPCD,FNINA,18-oct-22,16-may-24,16-may-24,,FNINA,13-nov-23,LIB.,DPRO,ABIE,DPRO
PAL,PD402,2,ZM02,,10443842,CMB CILINDRO SEGURO MASTIL LADO NC,MECPAL01,LIB. DMNV EDET MOVM NLIQ PREC,DPRO SPCD,FNINA,18-oct-22,16-may-24,16-may-24,,FNINA,08-oct-23,LIB.,DPRO,ABIE,DPRO
PAL,PD402,2,ZM02,,10443843,CMB CILINDRO SEGURO TIRANTE RH / LH,MECPAL01,LIB. DMNV EDET FMAT MOVM NLIQ PREC,PROG SPCD,FNINA,18-oct-22,15-may-23,15-may-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD402,2,ZM02,,10443845,CMB ENFRIADOR COMPRESOR,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,PLAN SPCD,FNINA,18-oct-22,16-may-24,16-may-24,,FNINA,29-nov-23,LIB.,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10443850,CMB ESTABILIZADOR  NO  PERF C/ DEL RH,MECPAL01,LIB. DMNV EDET MOVM NLIQ PREC,PROG SPCD,FNINA,18-oct-22,15-may-23,15-may-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD402,2,ZM02,,10443851,CMB ESTABILIZADOR  NO  PERF NC/ DEL LH,MECPAL01,LIB. DMNV EDET MOVM NLIQ PREC,PROG SPCD,FNINA,18-oct-22,15-may-23,15-may-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD402,2,ZM02,,10443852,CMB LLAVE DE PISO LADO CAB,MECPAL01,LIB. DMNV EDET MOVM NLIQ PREC,PROG SPCD,FNINA,18-oct-22,15-may-23,15-may-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD402,2,ZM02,,10443868,CMB VENTILADOR ENFRIADOR HIDRÁULICO,MECPAL01,LIB. DMNV EDET FMAT MOVM NLIQ PREC,PROG SPCD,FNINA,18-oct-22,15-may-23,15-may-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD401,,ZM02,,10443885,CMB BOMBA ENFRIAMIENTO ACIETE COMPRESOR,MECPAL01,LIB. DMNV EDET MOVM NLIQ PREC,DPRO SPCD,FNINA,18-oct-22,18-abr-24,18-abr-24,,UGPMMAININ08,05-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD401,,ZM02,,10443962,CMB VÁLVULA MARIPOSA DE COMPRESOR,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,19-oct-22,08-abr-24,08-abr-24,,FNINA,20-ene-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,,ZM02,,10443978,CMB MOTOR BOMBA ACEITE COMPRESOR,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,19-oct-22,08-abr-24,08-abr-24,,FNINA,20-ene-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,,ZM02,,10443980,CMB MOTOR ENFRIADOR COMPRESOR,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,DPRO CUST SPCD,FNINA,19-oct-22,18-abr-24,18-abr-24,,UGPMMAININ08,05-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD401,,ZM02,,10443981,CMB MOTOR EXTRACTOR DE POLVO,MECPAL01,LIB. IMPR DMNV EDET FMAT MOVM NLIQ PREC,DPRO CUST SPCD,FNINA,19-oct-22,18-abr-24,18-abr-24,,UGPMMAININ08,05-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD401,,ZM02,,10443983,CMB MOTOR PRESURIZADOR SALA MAQUINAS,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,FNINA,19-oct-22,08-abr-24,08-abr-24,,UGPMCONFSU02,27-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,,ZM02,,10444799,CMB EVAPORADOR A/C + CONDENSADOR,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,19-oct-22,08-abr-24,08-abr-24,,FNINA,15-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,,ZM02,,10444998,CMB BASTIDOR  DE CARRILERIA CAB / N CAB,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,FNINA,20-oct-22,01-jul-24,01-jul-24,,FNINA,12-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,,ZM02,,10445011,CMB CALENTADOR AGUA EN BOMBA AGUA 300W,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,FNINA,20-oct-22,19-feb-24,19-feb-24,,FNINA,18-ene-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,,ZM02,,10445055,CMB CIL HYD GATAS POSTERIORES CAB,MECPAL01,LIB. DMNV EDET MOVM NLIQ PREC,PROG SPCD,FNINA,20-oct-22,27-abr-23,27-abr-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD101,,ZM02,,10445064,CMB CIL HYD GATAS POSTERIORES NO CAB,MECPAL01,LIB. DMNV EDET MOVM NLIQ PREC,PROG SPCD,FNINA,20-oct-22,27-abr-23,27-abr-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD101,,ZM02,,10445075,CMB CIL HYD GATAS DELANTERO CAB,MECPAL01,LIB. DMNV EDET MOVM NLIQ PREC,PROG SPCD,FNINA,20-oct-22,27-abr-23,27-abr-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD101,,ZM02,,10445078,CMB CIL HYD GATAS DELANTEROS NO CAB,MECPAL01,LIB. DMNV EDET MOVM NLIQ PREC,PROG SPCD,FNINA,20-oct-22,27-abr-23,27-abr-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD101,,ZM02,,10445081,CMB TAMBOR CABLE REEL,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,20-oct-22,01-jul-24,01-jul-24,,FNINA,04-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,,ZM02,,10445082,CMB EJE PRINCIPAL DE CARRILERÍA,MECPAL01,LIB. DMNV NLIQ PREC,DPRO,FNINA,20-oct-22,01-jul-24,01-jul-24,,FNINA,20-ene-24,LIB.,DPRO,ABIE,DPRO
PAL,PD101,,ZM02,,10445086,CMB ESTRUCTURA CARRUSEL PORTA BARRAS,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,FNINA,20-oct-22,01-jul-24,01-jul-24,,FNINA,04-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,,ZM02,,10445088,CMB ESTRUCTURA ÚNICA TORRE PERFO RC24,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,FNINA,20-oct-22,01-jul-24,01-jul-24,,FNINA,04-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,,ZM02,,10445092,CMB INTERCAMBIADOR DE BARRAS,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,FNINA,20-oct-22,01-jul-24,01-jul-24,,UGPMMAININ08,22-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,,ZM02,,10445099,CMB MOTOR HIDRÁULICO DE WINCHE DE IZAJE,MECPAL01,LIB. DMNV MOVM NLIQ PREC,PROG SPCD,FNINA,20-oct-22,27-abr-23,27-abr-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD101,,ZM02,,10445127,CMB BOMBA DE AGUA (8000),MECPAL01,LIB. DMNV FMAT MOVM NLIQ PREC,PROG SPCD,FNINA,20-oct-22,27-abr-23,27-abr-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD101,,ZM02,,10445143,CMB BOMBA HYD PRINCIPAL CAB - AVANCE,MECPAL01,LIB. DMNV MOVM NLIQ PREC,PROG SPCD,FNINA,20-oct-22,27-abr-23,27-abr-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD101,,ZM02,,10445144,CMB BOMBA HYD PRINCIPAL  NO CAB ROTACION,MECPAL01,LIB. DMNV MOVM NLIQ PREC,PROG SPCD,FNINA,20-oct-22,27-abr-23,27-abr-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD101,,ZM02,,10445152,CMB RUEDA DENTADA DE MANDO FINAL CAB,MECPAL01,LIB. DMNV EDET MOVM NLIQ PREC,PROG SPCD,FNINA,20-oct-22,27-abr-23,27-abr-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD101,,ZM02,,10445153,CMB TANQUE DE AGUA AUX (LIMP 16000HRS),MECPAL01,LIB. DMNV MOVM NLIQ PREC,PROG SPCD,FNINA,20-oct-22,27-abr-23,27-abr-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD101,,ZM02,,10445154,CMB TANQUE DE AGUA PPAL (LIMP 12000HRS),MECPAL01,LIB. DMNV EDET MOVM NLIQ PREC,PROG SPCD,FNINA,20-oct-22,27-abr-23,27-abr-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD101,,ZM02,,10445157,CMB CILINDRO DE LLAVE DE BARRENO APRIETE,MECPAL01,LIB. DMNV NLIQ PREC,WMAT SPCD,FNINA,20-oct-22,02-abr-24,02-abr-24,,UGPMMAININ08,22-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,,ZM02,,10445176,CMB MOTOR PRESURIZACION CABINA A/C,MECPAL01,LIB. IMPR MACO MOVM NLIQ PREC,PROG SPCD,FNINA,20-oct-22,19-ene-24,19-ene-24,,YMORALES,20-ene-24,LIB.,PROG,ABIE,PROG
PAL,PD102,,ZM02,,10445230,CMB BASTIDORES CARRILERIA CAB / NCAB,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,20-oct-22,16-jul-24,16-jul-24,,FNINA,12-abr-24,LIB.,PLAN,ABIE,PLAN
PAL,PD102,,ZM02,,10445233,CMB TAMBOR DE CABLE REEL,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,20-oct-22,16-jul-24,16-jul-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD102,,ZM02,,10445235,CMB CALENTADOR AGUA D BOMBA DE AGUA 300W,MECPAL01,LIB. IMPR DMNV EDET FMAT NLIQ PREC,WMAT SPCD,FNINA,20-oct-22,19-mar-24,19-mar-24,,UGPMMAININ08,24-feb-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,,ZM02,,10445240,CMB CIL HYD SOPORTE DE BARRA - MORDAZA,MECPAL01,LIB. IMPR DMNV NLIQ PREC,WMAT SPCD,FNINA,20-oct-22,19-mar-24,19-mar-24,,FNINA,04-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,,ZM02,,10445249,CMB EJE PRINCIPAL DE CARRILERÍA,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,20-oct-22,16-jul-24,16-jul-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD102,,ZM02,,10445250,CMB ESTRUCTURA CARRUSEL PORTA BARRAS,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,PLAN SPCD,FNINA,20-oct-22,16-jul-24,16-jul-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD102,,ZM02,,10445251,CMB ESTRUCTURA ÚNICA TORRE DE PERF RC24,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,PLAN SPCD,FNINA,20-oct-22,16-jul-24,16-jul-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD102,,ZM02,,10445253,CMB INTERCAMBIADOR DE BARRAS,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,PLAN SPCD,FNINA,20-oct-22,16-jul-24,16-jul-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD102,,ZM02,,10445283,CMB VALV TENSORA CADENA LC/LNC,MECPAL01,LIB. DMNV MOVM NLIQ PREC,PROG SPCD,FNINA,20-oct-22,30-may-23,30-may-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD101,,ZM02,,10445299,CMB RUEDA DENTADA DE MANDO FINAL NO CAB,MECPAL01,LIB. DMNV EDET MOVM NLIQ PREC,PROG SPCD,FNINA,20-oct-22,27-abr-23,27-abr-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD103,,ZM02,,10445307,CMB BOMBA DE GRASA,MECPAL01,LIB. DMNV FMAT MOVM NLIQ PREC,PROG SPCD,FNINA,20-oct-22,04-jul-23,23-jul-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD103,,ZM02,,10445318,CMB COMPRESOR DE AIRE,MECPAL01,LIB. DMNV EDET FMAT MOVM NLIQ PREC,WMAT SPCD,FNINA,20-oct-22,19-abr-24,19-abr-24,,FNINA,11-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD103,,ZM02,,10445322,CMB MOTOR HYD TENSADO C PULLDOWN CAB/NC,MECPAL01,LIB. DMNV NLIQ PREC,DPRO SPCD,FNINA,20-oct-22,19-abr-24,19-abr-24,,FNINA,11-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD103,,ZM02,,10445414,CMB BASTIDOR  DE CARRILERIA CAB,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,PLAN SPCD,FNINA,22-oct-22,16-ago-24,16-ago-24,,FNINA,12-abr-24,LIB.,PLAN,ABIE,PLAN
